business_id,name,city,attributes.Price Range,review_count,stars,latitude,longitude,cuisine,,
_3Hpnxe1sJ6GOLpSRkgWyQ, Hungry Howie's Pizza, Phoenix ,1,25,3,33.4795444,-111.981639, Pizza,,
_4_Qn9WZVwofeaqjgQG2Zw, Fahrenheit, Charlotte ,3,334,3.5,35.22258523,-80.84109407, American (New),,
_44__hQ4GxGNRzkhLHBw0A, Carbone, Las Vegas ,4,152,4,36.1073485,-115.1765836, Italian,,
_45p8kOA__aNycVVe-n-KA, Planet Dailies, Las Vegas ,2,575,3,36.1096948,-115.1701624, American (Traditional),,
_4-K6xAYzCEIn_r4B8FB2g, In-N-Out Burger, North Las Vegas ,1,47,4,36.28526896,-115.1343861, Burgers,,
_5FOD8UZxyJVWnnoAXq-GQ, Wendy's, Mesa , ,11,1.5,33.45279777,-111.6835678, Burgers,,
_5Hp0LNdX6ZLsQRAFFCVYg, Vocelli Pizza, Swissvale ,1,6,3.5,40.4219149,-79.8863458, Pizza,,
_5qkBSljHlRo5B9GQLDp3w, Subway, Phoenix , ,6,3.5,33.4953887,-112.0310353, Fast Food,,
_5wB2ahFLsGA5L43XSAdSg, McDonald's, Florence ,1,5,2,33.0388643,-111.3784132, Burgers,,
_65BG8jLwJJYihHqPkGH_w, Subway, Las Vegas ,1,17,2.5,36.06961478,-115.2982041, Fast Food,,
_6gbnNRPIc-iM_0cBLPX1A, Estiatorio Milos, Las Vegas ,4,755,4,36.109883,-115.173887, Greek,,
_-6I6VXjr-NiwIBa_1uI4A, Bistro Sanguinet, montreal ,1,5,2,45.5127967,-73.5610991, Cafes,,
_6l_vm7_maYTfO5tpei27A, Stable Bar, Edinburgh ,3,11,4.5,55.9033136,-3.1811563, British,,
_6MDHQQ-PeUJ9CP-MoKApA, Pancake Cafe, Madison ,2,36,2.5,43.04883798,-89.50367824, Breakfast & Brunch,,
_6mftzpLyxUd6bk520nT_g, Grape Vine Cafe, Las Vegas ,2,27,4.5,36.19459476,-115.2587036, Mediterranean,,
_6rAAUCDoeJKiLNwHOaS1g, McDonald's, Maricopa , ,7,2.5,33.03707955,-112.0147884, Burgers,,
_6rzEUOYbo7lgtkSKkKS9g, Culver's, Surprise ,1,79,3.5,33.6383013,-112.4066665, Burgers,,
_72Q2LjA3_Tas16Brg8GiA, Fryers Delight, Edinburgh ,1,5,3.5,55.9021298,-3.1555278, Anonymous,,
_7EJtWjOjZsBUNRvzw-_Xg, Johnny Rockets, Glendale ,2,86,2,33.53853307,-112.2603607, Burgers,,
_-8F1Ry4hQBjYVOX95T6aA, Dim Sum Montreal, montreal ,1,6,4,45.5086699,-73.5539925, Chinese,,
_8-pQzmTWT3Vsn3QnrnoUA, Del Taco, Las Vegas ,1,4,3,36.2036872,-115.1992573, Mexican,,
_8QoZBmm4hzyrPMdAwXhZQ, The Mandrake, Charlotte ,2,56,3.5,35.228893,-80.845776, Anonymous,,
_8tGPxBYb4aq3fuhOePTgw, Chinoiseries et Dumplings, montreal ,2,11,3,45.5342123,-73.5736908, Chinese,,
_8tUKyMRMMt1YSlac04eqg, Schiffsrestaurant Vater Rhein, Karlsruhe ,2,3,3.5,49.0377,8.31318, Anonymous,,
_8Y-XNHmQ76xmxUQIrn0sA, Blimpie, Phoenix ,1,15,3.5,33.4736745,-111.9862587, Anonymous,,
_9_K2oblGMnTVKPdYfAJHA, Beaubien Deli, montreal ,2,4,4,45.5620562,-73.5803396, Pizza,,
_91N3Q_MB5Nula56ZWXzSA, Shoney's Restaurants, Charlotte , ,18,2,35.3052993,-80.7510223, Burgers,,
_94uLHACC0jMNoDyI9YpaQ, Resto Chillax, montreal ,1,7,4,45.5089994,-73.5726227, Coffee & Tea,,
_9h-jH3YOkAU9-2A-dy6YQ, Old Chicago, Mesa ,2,124,3.5,33.3847421,-111.8578485, Anonymous,,
_9Kk6zyna1T5CZoaBy_YCg, Federico's Mexican Food, El Mirage ,1,12,2.5,33.59370132,-112.3418499, Mexican,,
_9q_TYfKeegwc32Z0mtpYw, EATT Healthy Food, Las Vegas ,2,33,5,36.14333071,-115.2620287, French,,
_9TAKW96z3RuWLHjKVlqDw, The Three Coins, Edinburgh ,1,12,5,55.9432562,-3.2034659, Pizza,,
_9wiSQbsRe0fiVeHQkxygQ, Filibertos Mexican Food, Queen Creek ,1,27,3.5,33.2497757,-111.6344769, Mexican,,
_9yrJLQpFa4JWvJ74xuHpw, Yen Ching, Mesa ,1,32,3.5,33.4132788,-111.6848381, Chinese,,
_9YyclQi9o9EalWKM8MG0g, Taco Tijuana, Las Vegas ,1,138,4,36.10020889,-115.1151449, Mexican,,
_A4zWsLoLbjozEJYHLDx0Q, Little Italy Pizza & Restaurant, Gila Bend ,2,69,4,32.9485206,-112.7117618, Pizza,,
_A9Tahq291sPgIGnmOPDOw, Thaiphon, montreal ,2,4,2.5,45.5047547,-73.5712243, Thai,,
_agqgl4kkXu_5xKCKP8gcA, Buffalo Wild Wings, North Las Vegas ,2,126,2.5,36.2769842,-115.1380177, American (Traditional),,
_aGVicux2dJm9sqzLSCJtg, Subway, Pittsburgh ,1,3,3.5,40.4427514,-79.9997098, Fast Food,,
_Aq9R8FRoXq8HwC5qf80Xg, Koi Restaurant, Las Vegas ,3,489,3.5,36.1096948,-115.1701624, Japanese,,
_aqNCt2RzYu8Qkj0z6A9cw, Palm Pizza, Las Vegas ,1,24,2.5,36.1584128,-115.1007484, Pizza,,
_aRnypLaHgZ7E9wZqHilOg, Gyro Time, Las Vegas ,1,59,3.5,36.08550023,-115.1194323, Greek,,
_AvHni-xdRHmZ3XfYHwGkg, Posh Improvisational Cuisine, Scottsdale ,4,334,4,33.506543,-111.92655, American (New),,
_AzE9doN9QL3Ffwfe9FGKA, Annie's Kitchen, Las Vegas ,1,8,4.5,36.18430301,-115.1470054, Barbeque,,
_B_ksb_rYxfnHE0kbuezSQ, Charley's Grilled Subs, Mesa ,1,3,3.5,33.3892092,-111.8605725, Anonymous,,
_B5RZxl6S3nLVV3j0UoQew, La Verita, Dollard-des-Ormeaux ,3,18,5,45.4848356,-73.8044082, Italian,,
_B70VqLL-VLj3BUbBMLmFA, Subway, Tempe , ,4,2.5,33.3772769,-111.9512974, Fast Food,,
_bDQqgRS6POAGi9-yHKDgw, Garde Manger, montreal ,4,226,4,45.5028316,-73.5555304, Seafood,,
_Bh7HA8P570v2DIsltppZQ, Penn Station East Coast Subs, Charlotte ,1,21,3.5,35.1611282,-80.8493173, Anonymous,,
_BL-KfyZqYruqDvxTY-vUg, Surang's Thai Kitchen, Las Vegas ,2,188,4,36.089564,-115.2974352, Thai,,
_b-Q0ZVI30FfgPW_UtbLyw, North and South Seafood & Smokehouse, Madison ,2,40,4,43.0616294,-89.4962001, Seafood,,
_BQ5JOUWDRgBXNylMSVpOw, Louis'grille, Harrisburg ,1,23,3.5,35.3212518,-80.6596541, Anonymous,,
_BrLcaVzE6GqBilwmdQOfg, Elixir - A Local Lounge, Henderson ,2,100,4,36.0762625,-115.080961, American (New),,
_BU867oRCLZnDIRmg7S6Wg, Chili's Grill & Bar, Phoenix ,2,77,3,33.6401859,-112.0685999, Tex-Mex,,
_Bz6YWNI5bi0gqQI4GLvqQ, Jason's Deli, Pineville ,1,50,4,35.0884041,-80.8789436, Anonymous,,
_c6EWrGrbqjDOk99aX3yLQ, Jack In the Box, Las Vegas ,1,7,3.5,36.10165897,-115.2073942, Fast Food,,
_c7vrEqEGfWKkhXMNZNGXA, Aizle, Edinburgh ,4,17,5,55.9419569,-3.1791181, Anonymous,,
_c98YKUKcD43F7oAPefM8A, Restaurant Kam DO, Saint-Laurent ,1,17,3,45.5140048,-73.6820886, Chinese,,
_CBTn2OXDZFLmDfmZFvnHg, Qdoba Mexican Eats, Charlotte , ,6,3.5,35.02313743,-80.84831721, Mexican,,
_CcRXoqxDXxhgmvUFCbiQQ, Café Bedondaine, montreal ,1,4,4,45.5498089,-73.5346699, Cafes,,
_CEgkUvPLL-omIutKaWs5Q, Chiang Mai, Karlsruhe ,2,18,3.5,49.0084,8.42079, Thai,,
_CG5zJAoNN6gszjhSyUcww, Chodang, Chandler ,2,264,4,33.3118395,-111.8411351, Korean,,
_CIodPGuvPP2khYkDk1jKw, Taqueria Los Yaquis, Phoenix ,1,159,4.5,33.50896025,-112.0834144, Fast Food,,
_Ck4AAtkBLsDL9Qcbo9h1Q, Port Of Subs, Las Vegas ,1,20,4,36.08564777,-115.1194259, Anonymous,,
_cNzmoWpJfIHlsmlMGJuLw, Einstein Bros Bagels, Las Vegas ,1,54,2.5,36.19187938,-115.3051186, Anonymous,,
_CSt3oYGYC3uVaifWK0IIg, Zaxby's, Charlotte ,1,3,2.5,35.2113988,-80.6939831, Fast Food,,
_cxnSeFM0G5AdvCpJjTb0g, Pizza Express, Edinburgh ,2,10,3.5,55.9509725,-3.2096455, Italian,,
_cY8xEvsQz0flCYWOzxD7A, Seoul Chako, montreal ,2,95,3,45.493367,-73.579637, Korean,,
_CzopXSIYIp7_oeYNYVwWQ, Papa Sam's Chicago Style Pizzeria, Glendale ,1,48,3.5,33.6546046,-112.1526954, Italian,,
_D3KUba-5fHTbucTBAnigw, Wendy's, Gilbert ,1,14,2.5,33.3664957,-111.841256, Burgers,,
_dgnqH3rz1L_qOGMeihIyA, Le Bourlingueur, montreal ,2,80,3.5,45.50273,-73.555096, French,,
_DjAApQ5qhhHP5H_gzX57A, Ocarnivores, Peoria , ,4,1,33.5514914,-112.2701358, Mexican,,
_dOcOVjrFcIKbMWX1VTdBA, Fiesta Cafe, Champaign ,2,44,4,40.1147989,-88.2384807, Mexican,,
_dVPzYGXKNg2rIsc40VtyA, Jack-In-the Box, Scottsdale ,1,14,3,33.4952631,-111.9079693, Fast Food,,
_DyUWCkg-rPnJMKtBWdi-w, Pizza Expreso, Verdun ,1,5,2.5,45.4580729,-73.5674251, Pizza,,
_DZfwU9dE9Q5I1-1jiM1vQ, Little Chicago Pizza, Scottsdale ,2,99,4,33.4671841,-111.9086242, Pizza,,
_-EB8tQzBlM_jLkgtRw4Rg, Jack Astor's Bar & Grill, Kitchener ,2,7,3,43.42345529,-80.43896689, Burgers,,
_EBvw_mU3CowvAeBWI96sA, Niko's Coffee, Pittsburgh , ,3,4.5,40.4455125,-79.9932478, Cafes,,
_Ec1KaH6DpX-1NNE8fA55Q, Pho Rancho Asian Cuisine, Las Vegas ,1,209,3.5,36.2377496,-115.2317001, Vietnamese,,
_eCrBSIXbGEW62ynS2_0lA, KFC, Phoenix ,1,22,2,33.6547,-112.1, Fast Food,,
_EdSQOkATuCtZ5y5A2m0rw, Arby's, Phoenix ,1,7,2.5,33.641684,-111.977, American (New),,
_EUbTaB4OUWoIcC6wc8_8g, Papa Murphy's, Mesa ,1,13,4,33.3940553,-111.7542776, Pizza,,
_eWCvyOCsuBXIQCOSVZy4Q, Casey's, montreal ,2,7,2.5,45.53437864,-73.65908994, Canadian (New),,
_Ex3OUT0CBJxmn7M_ihzjg, Mafia Mike's Pizza, Mesa , ,4,2,33.4241074,-111.7190667, Pizza,,
_eymim7Di9WjVOxT4OSnjg, Pizza Studio, Phoenix ,1,119,4,33.4480348,-112.0742088, Pizza,,
_F2DNPjsqgkAd50zuX8dYQ, Harold's Corral, Cave Creek ,2,246,3.5,33.8301769,-111.9329179, American (Traditional),,
_FAKUOcKi8PoztprX95oGw, A Plus VIP Lounge, Urbana ,2,13,3.5,40.112708,-88.209562, Cafes,,
_fcEpudbiTB4o9wLJ-egTA, Grand Café, Henderson ,2,105,3,36.0209607,-115.09037, American (New),,
_fcrxqrOkoC7R-p0pbPDrg, Qdoba, Urbana ,1,7,4,40.109387,-88.2272456, Mexican,,
_fEbyHiAsCMAwd7FzNljWg, Taco Bell, Queen Creek ,1,15,3.5,33.24702,-111.62524, Fast Food,,
_Fi4b5lYGsKhI4iCw7j_BQ, Rote Sonne China Schnellrestaurant, Karlsruhe ,1,3,4,49.0106,8.42177, Chinese,,
_FlIJoFcEvYaMfZAs3LbFA, Big Shot Bob's House of Wings, Carnegie ,1,11,4,40.3988404,-80.0829369, Chicken Wings,,
_fMcFF-O4tUpVC6C23uyUQ, McDonald's, Scottsdale , ,4,4,33.5442187,-111.9052801, Burgers,,
_FXql6eVhbM923RdCi94SA, Hula's Modern Tiki, Phoenix ,2,887,4,33.506199,-112.074269, Seafood,,
_gb5Hxm5S5U86ejVywETMA, Chez Boris, montreal ,1,95,4,45.5203541,-73.5966742, Coffee & Tea,,
_GbMuSSfeZFeN08w2ONJ1g, Quik-It Chicken, Pittsburgh ,1,13,4,40.45620203,-80.01619446, Barbeque,,
_GnpdDmPqtrXkUHZ8YtvwA, Ada's Fish Fry, Goodyear ,2,139,4.5,33.49234,-112.38023, Seafood,,
_gPmBXNTJqI5tGhe7G_BKg, Carl's Jr Restaurants, Las Vegas ,1,12,3,36.1462673,-115.1829873, Fast Food,,
_GWuXjPNBnO56OaT_daPZQ, Zeffirino, Las Vegas ,3,327,3.5,36.11924082,-115.1715938, Seafood,,
_GWZRML1R9iHNSSo4i2MPA, Loreto's Mexican Food, Tempe ,1,14,4,33.36363,-111.96354, Mexican,,
_gXohynLlr_L-lCfonNjOg, Grand Trunk Saloon, Kitchener ,2,5,4,43.4497547,-80.4911023, Anonymous,,
_gXpjRIjb5fv5f5IVGXvsw, Del Taco, Phoenix ,1,27,3.5,33.466688,-111.987753, Fast Food,,
_GZArxAclA3vjhXWIMmvCA, Feast Buffet, Las Vegas ,2,70,3.5,36.1337103,-115.0850568, Anonymous,,
_gzo4jScQtavLCHzJo905Q, Midnight Diner, Charlotte ,1,391,3.5,35.2195,-80.8521952, Breakfast & Brunch,,
_HGheM2jzKEZFqkT4kyViQ, Cartel Coffee Lab, Phoenix ,1,244,4,33.43419008,-111.9943392, Coffee & Tea,,
_HTE4pOKeJC7kcxiCF9vTA, Noodles Ranch, Scottsdale ,2,345,4,33.4787352,-111.9252986, Vietnamese,,
_hTnLGWujfiZhIaCwWH8Ng, Bamboo Cafe, Glendale ,2,69,3.5,33.71082317,-112.2003171, Chinese,,
_hu-d-tbmtqd8xF37LynpA, The Brig, Cramond Bridge ,2,3,3.5,55.9652042,-3.3173128, British,,
_Hwdp9pNtJ14MsBujtIa5A, The Bailie, Edinburgh ,2,14,4.5,55.95740503,-3.207224607, Anonymous,,
_h-wWBfKI_cRnnOB5Bkgag, Sub Station II, Charlotte ,1,30,3,35.213409,-80.8554748, Anonymous,,
_i1CmdenYAwLKyBpX3oVHg, Subway, North Las Vegas ,1,12,1.5,36.24024897,-115.1161388, Fast Food,,
_iA0u6ZKehTUvPY7Xp4Jbw, Wings Restaurants, Las Vegas ,1,80,3.5,36.006758,-115.116175, Chicken Wings,,
_ibKsVEx2LMobFd52D0NZg, Verona Pizza, Las Vegas ,1,50,3.5,36.1151646,-115.1484109, Italian,,
_IDjM6FxLd3sudSm8YBA5A, Subway, Las Vegas ,1,8,3.5,36.26434433,-115.2579025, Fast Food,,
_I-hcsM-TFQkBgSjpk7JLQ, The View Cafe, Las Vegas ,1,6,4,36.2156114,-115.2490872, Cafes,,
_iMlWyow-HdId-sFburl8w, Cafe Americano, Las Vegas ,2,95,3.5,36.1162194,-115.1745719, American (New),,
_INaOLXnLK4cvX32CowuKw, Basil & Garlic Bistro, Scottsdale ,2,174,4.5,33.594737,-111.880444, Italian,,
_io-CVnCgHyt0vpTCrP13A, Brother's Pizza, Phoenix ,1,63,4,33.4947098,-112.291439, Italian,,
_IPUEiZFc8vzsXp-BSlpIA, Café Renroc, Edinburgh ,2,13,4,55.95953045,-3.178783638, Breakfast & Brunch,,
_j4jCjlnuUnsvq1UnfF1Ag, Pei Wei, Henderson ,1,91,3.5,35.999131,-115.1061084, Asian Fusion,,
_J9JwsqYf1hKdtsE7A9OnA, Kofflers Wiener Beisel, Karlsruhe ,2,4,4,49.0096502,8.405104, Fast Food,,
_jbeTDw6XSuvLaR1V_z8jw, Copper Plate An American Grill, Mesa ,2,20,3,33.307161,-111.6689463, American (New),,
_JCjTIKSZxSO5PuHE0rXBg, Williams Fresh Cafe, Kitchener ,1,6,3.5,43.4211815,-80.4450725, Cafes,,
_jcTmBq7W7p4HOl9nJ4SlA, Wild Grill, Henderson ,1,14,4,36.004894,-114.941267, American (Traditional),,
_ji6oh2RwfOOt0jMznT5wg, Crepes Parisiennes, Pittsburgh ,2,94,4,40.4460679,-79.948641, Anonymous,,
_JOTuEUnD1pU4IDIhiti5A, Taco Bell, Tempe ,1,7,3,33.37804,-111.95152, Fast Food,,
_jpV3XLukEsSbXkff5_uzQ, Lobster Me, Las Vegas ,2,10,3.5,36.1081485,-115.1699073, Seafood,,
_JPzBYy24mIK-Iq6xv460A, TK Cafe, Charlotte ,1,10,4,35.2310245,-80.8381266, Coffee & Tea,,
_jsJFrAmFVPRio0eEVExbA, McDonald's, Pittsburgh ,1,6,2.5,40.492067,-80.06235, Burgers,,
_K14v9GZVIoQJhrgPJm9MQ, Dairy Queen, Las Vegas ,1,5,3,36.098909,-115.175557, Fast Food,,
_k2-7p9iwZOvtz59119WvA, Brenda's Kitchen, Youngtown ,1,47,4.5,33.6036135,-112.3020958, Breakfast & Brunch,,
_k2nOJvhfNKUFa2i-DnlQQ, Lone Star Steakhouse, West Mifflin ,2,12,3.5,40.3502247,-79.9411557, Seafood,,
_K5cfCM7-zQZ1hXdbsc2fQ, Tom Yum Authentic Thai, Surprise ,2,167,4,33.64088662,-112.3547911, Thai,,
_k-f7k30E6Y8bd9kGKAuvA, Burger King, Mesa ,1,7,2,33.3933414,-111.6183142, Burgers,,
_KGe3v1OzRnUmKhb3VkDgg, Dobson's Restaurant, Mesa ,2,15,4,33.3751825,-111.8782339, American (Traditional),,
_KhWxgstswdzKPfghqjoKw, Pizza Express, Edinburgh ,2,15,4,55.9758481,-3.1689479, Italian,,
_KTtGB2edcjK9JEm5pBMEg, Snax, Edinburgh ,1,3,3.5,55.96943938,-3.168547153, Fast Food,,
_ku5mlOIicSVVeXJWZnV4g, Sushi 426, montreal ,2,5,4,45.5412395,-73.6226405, Sushi Bars,,
_KvGddVMM3d2f7NEa_eOtA, Primanti Bros., Pittsburgh ,1,219,3,40.4417769,-79.9569556, American (New),,
_kXCU1R5-PLXRFW66la5rA, Dairy Queen, Casa Grande ,2,4,3,32.8801451,-111.6906428, Fast Food,,
_L6sbh9zs7f4s1EM_niQcA, Casey's General Store, De Forest , ,4,5,43.25312,-89.356495, Pizza,,
_L9E4eZWX0vdePNjU1xtuQ, Toyama, Scottsdale ,2,91,4,33.699087,-111.923733, Sushi Bars,,
_Ld11xPo9puP3jBCNVkw2w, Social Tap, Scottsdale ,2,59,4.5,33.4987395,-111.9245981, American (New),,
_leflhF7uTuhDeGqXY6Kuw, Five Guys, Chandler ,2,32,3.5,33.24842159,-111.8407834, Burgers,,
_-lfVoZxIc-ZJPeEwr1YqQ, Teuchters Landing, Edinburgh ,2,46,4.5,55.9771207,-3.171932, Anonymous,,
_lhblpeTBbfG3TnWLLEGBw, Fünf Sterne, Karlsruhe ,2,43,3.5,49.00540211,8.411165151, Chinese,,
_LjNO1X-jFr_HWSfnkTP_Q, Don Vito's Italian, Las Vegas ,2,117,3.5,36.011877,-115.175816, Italian,,
_lqPP1XZcI32DtI6pzWywA, Bistro a la Mode, Mesa ,2,28,4.5,33.47053045,-111.7423886, Cafes,,
_LROw6bEGWdOxM6qMlHiUA, El Entronke Mexican Food, Phoenix ,2,11,3.5,33.386429,-112.072962, Mexican,,
_LsGlbpybDbENusCXuEpyQ, JJ's Boulangerie, Las Vegas ,2,159,3,36.111721,-115.171207, Breakfast & Brunch,,
_LuFh4iAKoN5YrR3VEkMPw, Carl's Jr., Mesa ,1,10,1.5,33.451867,-111.840264, Fast Food,,
_LYz2vdGyXsV-8b-_T47ag, Le's Sandwiches & Cafe, Charlotte ,1,260,4.5,35.25599965,-80.79198092, Vietnamese,,
_m1jiGnFykgtWB07JkOttA, LaBella's Pizzeria, Las Vegas ,2,38,3.5,36.2807033,-115.2654758, Pizza,,
_MHdQ-eZ3baeGlX0uj2Nyg, Sushi Hiro, Las Vegas ,2,92,5,36.01761705,-115.118231, Sushi Bars,,
_MkEsZayoYMMOXE_qCJYgA, Raising Cane's, Las Vegas ,1,129,4,36.2649844,-115.2566817, American (Traditional),,
_Mkp-ZD_TSmLAjR-BmBg7g, La Capital Tacos, montreal ,2,55,4,45.5084429,-73.5610566, Mexican,,
_mrGYF6uScU24LcwshEqCA, Kabob Grill, Charlotte ,2,124,3.5,35.2031402,-80.8450182, Mediterranean,,
_mt0EQgGCG-qrLy51RnQag, Garcia's Mexican Restaurant, Mesa ,2,88,3,33.4231465,-111.7888755, Mexican,,
_N3MvTGuRApX1nddo2INrQ, Pastamore, Dollard-des-Ormeaux ,1,5,4,45.484117,-73.805955, Italian,,
_N4Z8G4uo3y7IMSoNsXmaA, L'Oeufrier, montreal ,2,3,4,45.479123,-73.581528, Breakfast & Brunch,,
_n6ADy2M8XCJerlXTWbvQw, Buffet Fu Lam, montreal ,2,12,2.5,45.4944687,-73.70541387, Chinese,,
_N6llQ4cPuNcMmKyagRRiA, Steel Cactus, Pittsburgh ,2,6,3.5,40.44758122,-80.00436023, Mexican,,
_naNO-mZQjTav4iLf5TFmA, Chicken King, Charlotte ,1,5,4,35.295969,-80.79768, Burgers,,
_NdSC-4rLBUGLVR2aas8zQ, Waddells Longhorn Corral, Buckeye ,2,39,2.5,33.4662709,-112.4781679, Breakfast & Brunch,,
_Ne4sL68IW6lEXYvrnkt-w, The Handlebar Tempe, Tempe ,2,242,3.5,33.42390199,-111.9402874, American (Traditional),,
_NImxt4kON4hdFDVXC_ydQ, Spoons Chi-Town Cafe, Maricopa ,2,6,4,33.0570277,-112.0472805, Seafood,,
_nJ1w00q6dWlub82Qt0BcA, KFC, North Las Vegas ,2,10,1.5,36.2398,-115.16, Fast Food,,
_n-Rb4H20FA1WLPfZimRiw, Taj Mahal, montreal , ,3,3.5,45.4767304,-73.6058251, Indian,,
_NW61hsQvk7u2E_xWiWyMQ, Main Depot Tavern, Madison ,1,11,4,43.0672802,-89.392125, American (Traditional),,
_Nx8hwTmjR_x62Byjav0Ew, La Olmeca Restaurant, Phoenix ,1,10,2.5,33.39147,-112.0733997, Mexican,,
_Nxn5EnIvuz48O1x-nsRfw, Sushi Neko, Las Vegas ,2,211,4,36.1260481,-115.2123157, Sushi Bars,,
_nypuc5Ke462rFWKoZ_bDw, El Nuevo Taquito, Phoenix ,1,10,4.5,33.4091458,-112.0737396, Mexican,,
_O4NL-cs-Tx1Bb0TTjr5oA, Ty's Wings & Tings, Charlotte ,2,17,4,35.2345297,-80.7376363, Chicken Wings,,
_O9e1y02fxsywUvj7hFiGQ, Taco Bell, Charlotte ,1,8,2.5,35.161153,-80.876261, Fast Food,,
_objC5q_UrNvAaISXBZciQ, Sushi Newman, Lasalle , ,3,4.5,45.4382192,-73.6236961, Sushi Bars,,
_oBxfuBd2qDEWaYsdvP_dg, Gordon Biersch, Glendale ,2,168,3.5,33.5360672,-112.2635504, American (New),,
_ODHYjCmrb3W9hIGJI1uaA, Loving Hut, Phoenix ,1,186,4,33.4949347,-112.0113581, Vegetarian,,
_OXr_eA576nwnU-dFsEfvA, The Mad Batter Café & Bakery, Henderson ,1,162,4,36.013102,-114.962135, Breakfast & Brunch,,
_oylByc6iTONI5lokMfYHQ, Armando's Mexican Food, Phoenix ,1,7,3.5,33.4298791,-112.0821418, Mexican,,
_OYlq2UoKPQO_ElqhC3a8w, Lucky Strike, Phoenix ,2,187,3.5,33.4474844,-112.0746303, American (New),,
_P4bNzVHkm-rQHMxAioZwA, Poutineville, montreal ,2,81,4,45.5404762,-73.5988438, Anonymous,,
_PFMtwWXDmdCmgfGWq2b9A, OPA Life Greek Cafe, Tempe ,2,105,4,33.3782141,-111.936102, Greek,,
_PINIylE-HAtznOkeQ6OOw, Enso Asian Bistro & Sushi Bar, Charlotte ,2,271,3,35.225378,-80.841961, Sushi Bars,,
_pmjqKf9iZ6zLPCiLoClYg, The Java Garden, St. Jacobs ,1,4,5,43.5374807,-80.5539114, Cafes,,
_PSo13KRX_X7FQR5mtUCug, Hibachi Grill & Supreme Buffet, Phoenix ,1,41,3.5,33.481249,-112.219404, Chinese,,
_PuhheIPgmDCBJe1nhpKTg, Tuscany Gardens, Las Vegas ,2,76,4,36.1133965,-115.1600873, Breakfast & Brunch,,
_PVEERIWg0xyrGXgL8iz_A, Golden Phoenix Chinese Cuisine, North Las Vegas ,1,70,3,36.27478545,-115.1183045, Chinese,,
_pw-OnDpCe9XM0rDVvTUMg, McDonald's, Phoenix ,1,16,3,33.5529149,-112.1004874, Burgers,,
