Business_id,Name,Price Range,Review Count,Stars,Cuisine
45esgySsDQJy3PgvNz-9QQ,Boston Pizza,2,6,2,Pizza
4ds-oi5g3gf1GZeNo50VKw,Ennio's Pasta House,2,41,3.5,Italian
4e59MkVEna_4bsNfrbwIVg,Foodie Fruitie,2,35,3,Sushi Bars
4G-MC2z2Vpb7vCEEItpTlA,Cheeses Murphy,1,3,4.5,Anonymous
4jJkEXwytUPkEbTpwdsi-A,Gino's Pizza,2,4,4,Pizza
4nWCXx6simsaozF84pNbJg,Martini's,2,10,3,American (Traditional)
4-V0ZlSl6c40Pz2VAabUEg,Swiss Chalet Rotisserie & Grill,0,3,2.5,American (Traditional)
57VdwbWf6S5JJbYoM_Luzw,Fork and Cork Grill,2,29,4.5,Canadian (New)
5awoo-7qHP6LGdcCiLGMkg,Masala Bay Fine Indian Dining,2,23,3.5,Indian
5CWTPfVpE-yK4R7Y3vKygQ,Marbles Restaurant,0,14,3.5,Canadian (New)
5fOPEDqX1rqwR17ZzBiKJQ,Firkin at the Tannery,2,8,3,Canadian (New)
5khWg0g3fZV4K-8DEeKLyQ,Tres Chiles,2,13,3.5,Mexican
5r8AcIxwM6ivaOGg5_fvCA,Holy Guacamole Fresh Mex,1,16,3.5,Mexican
5riVjGssTIhHeg5RlNiuXQ,Dearborn Restaurant,2,7,3,Breakfast & Brunch
5U7oz95bINkyw_L8RckGEA,Mikey's Eatery,1,24,3,Chinese
66XRExJOYvkbKiYfc2JQhg,Vegetarian Fastfood Restaurant,1,28,3.5,Vegetarian
6ObEB-xmhsENRXYcqEU6ag,St. Louis Bar & Grill,2,8,3,Chicken Wings
6Pn0AhLymS3QAp3FA-IO6A,Popeyes Louisiana Kitchen,2,11,2,Fast Food
6TXQe14Y5n3FPAFeVE8onQ,Beertown,2,53,3.5,Canadian (New)
6WjNnrrj1dWtO8jqBb3Hzw,Topper's Pizza,2,3,3.5,Pizza
7_LgHFNEVTqjibY3jIkfZA,Cameron Chinese Seafood Restaurant,2,33,3.5,Chinese
796voR3LRoQ_4EPgSg8Yww,Do Eat Chinese Restaurent,1,8,3.5,Chinese
7hEhc5YSU3W-qLhj-ydU7Q,Prime Bar-B-Q Restaurant Ltd,2,5,2.5,Anonymous
7KfgI59JMuYfL4yBKsl6BA,Sole Restaurant & Wine Bar,3,20,4,Greek
-7Pwuxq7C04iKBiE6haISQ,Tasty Home Kitchen,1,8,4.5,Chinese
7vFqvCCvyHyAoEKDbUZ4ow,Timeless Cafe and Bakery,3,5,4.5,Cafes
7Y16sK2L1CUFDZ-5usfKPA,Ennio's Pasta House,2,11,4,Italian
8jy0Pu2Yoh4PGstBbxCyuw,Rawlicioius,2,4,4,Anonymous
8U46CxZHRPuGRdnq2dFW4Q,Sogo Cuisine,1,7,4.5,Chinese
8ZfAY3UJzDeCj8UnhXD9pg,Sunset Grill,2,6,2,Breakfast & Brunch
97uYpYan6H9iCegNlbjr1A,Topper's Pizza,1,3,1.5,Pizza
9Azda34mhYNtxXLqvzkIwg,Mr Wok Chinese Restaurant,1,5,3,Chinese
9ISzUw1zs9sXrcxg9nafkg,Jacob's Grill,2,10,2.5,Burgers
9tWxINfoP5FPf9BTaX4_nA,Boston Pizza,2,9,3,Pizza
9WABNoHN9WA1BsCHo58EkQ,Borealis Grille & Bar,2,47,4,American (Traditional)
Ad7IM4MCYDZiF3nCm_GxQw,East African Cafe,1,13,4,Anonymous
AEQYXTvWreI7x5h42AOsyg,Omega Family Restaurant,0,5,2.5,Greek
agLIxM7QfuJmfTNf6ktaOg,Seoul Soul,2,18,2,Korean
asgyOV0D7tCZ4yp5ffw3Zg,The Flying Dog,2,6,3.5,Canadian (New)
B4U4T1vcoC33gzZQW9sdFA,Burger King,1,6,2.5,Burgers
b5J9TrtosHDCkepP0-8jOQ,Waterloo Star,2,30,3.5,Chinese
B5qQXINzTpk9o2tce1BKLQ,Lotus Barbeque House,2,6,4,Barbeque
BadvVbLYqeWe1v1QUBcoUw,China Garden Restaurant,1,20,3.5,Chinese
bblDFUU8xHBgcHF2tR70WQ,Suki Sushi,2,8,3.5,Sushi Bars
bcnOwnQl1X5F4FXcGvAvJA,Pizza Nova,1,3,2.5,Pizza
BfxYcUAgoYWuMQRm-YIu_A,BaBa's Chinese Kitchen,1,9,3,Fast Food
bHszT3KIHm8QuU_fLBWOdQ,Breadbaron Sandwiches,1,13,4.5,Anonymous
bk2YUek5KaMP8LjN5jZ8_w,Burrito Boyz,1,39,3.5,Tex-Mex
BmTG403FupSRXM6rIVkCUA,Mon Ami Pizza,0,3,3,Pizza
bnWEP4mB1npXjgVNa5-9Ug,Busan Korean BBQ,2,32,2.5,Korean
bZ2eSviNY1bZJI7iSK4iiQ,Jack's Family Restaurant,2,29,3,Anonymous
CJLy9HYMZSC2ytQUO1-f7A,King Fish and Chips,1,4,5,Anonymous
cLZQ_XppuFt9kckccSdHNA,Rolling Pepper Hotpot,2,11,4.5,Chinese
CXAma-3il9i45krjt5jFqw,Coffee Culture,1,19,3,Coffee & Tea
cXpMb3aCwMUsWikcXL7qJQ,Grace and Healthy Premium Dumplings,1,53,4,Dim Sum
D05i1cxtkqdticGPaQbGBA,Korean Bbq,0,4,4.5,Korean
D95Y91ldqlrwhjZxHUf3SA,Hog Tails Barbeque,2,29,4.5,American (Traditional)
dbObnYBNgKR-ADGhLfLm_A,Barley Works Bar & Grill,2,19,2.5,American (Traditional)
DJmnJmQdEEY477ua7_CPAg,Kitchen Wok,2,3,3.5,Chinese
DkG4CxOeGPITo_qOXMFtWQ,The Yeti,2,20,4,Breakfast & Brunch
DLuRVuT8wWc_2I-gVB2qlw,168 Sushi Asian Buffet Bar,2,41,3.5,Sushi Bars
DN3UED51NNkaf3l-dDWBuw,Darlise Cafe,2,3,4.5,Cafes
dqTrcqux7Ro4ack4fXC1fg,Dairy Queen,1,3,4.5,Burgers
dTzEehC5AoOJRUZ6JFI4mA,Bud's Restaurant,0,4,3,Anonymous
dVIG2Nc7qkoAoLp-o6faog,Granny Bonn's Fish N Chips,1,4,4,Seafood
e6CFLu0S6ML97Qls_csnmw,Failte Irish Pub,2,8,3,Anonymous
e6cQR6MFdJgQ3pRmsSGxAg,Peking Gourmet,1,3,3.5,Chinese
E99htvbbJwD_R31C8urmoA,My-Thai Restaurant,2,35,4,Thai
Ecb1YI3GJoy39QAiH63xPQ,Tim Hortons,2,3,1.5,Coffee & Tea
EhBSVPbSw1pKE0gg4u2Kqg,Watami Sushi & Sake Bar,2,59,4,Japanese
ej_Ovd4GuqnFv6d4i54Z7Q,Vincenzo's,2,58,4.5,Anonymous
EkhrRWzevfFJc8Pm2dVPEA,Mr. Sushi,2,28,2.5,Sushi Bars
eL1IZGEWOZTbxdcqqgZjfw,Ben Thanh,2,19,3,Thai
Emc9Y4pr7ffZMg9Xo90_rg,Williams Fresh Cafe,2,4,3.5,Cafes
EQIZkuJxIvjJxZjf_NYNcA,Korner Kitchen,1,13,4.5,Breakfast & Brunch
eqm1NtRuPwJz0xUXLo_SNQ,Fratello Pizzeria,1,5,3,Pizza
ev161HS1EB0sox1TM8csYw,Thai Bistro,1,11,3.5,Thai
ey9Aqf4c7_6UHJdhdKJ_3Q,Bianca's Pizza,1,8,3.5,Pizza
eYOMoRNB1tlL76L0WjX2NQ,Country Boy Family Restaurant,2,23,4,Breakfast & Brunch
eYR7445A5_tF2NMu8EgJig,Ellison's Bistro,2,15,4,Anonymous
f_spe_FA0Mze5h9KZVMaew,Crabby Joe's,2,6,3.5,American (Traditional)
F45vLhAYr-N4uAJPishm9Q,Pizza Prosciutto,1,8,5,Pizza
F5YC0NueNyG2Zb8qgcDmjA,Nick and Nat's Uptown 21,3,33,4,Canadian (New)
F7w2Oog07aWL0ZJi3YDS-w,Hong Kong Seafood Restaurant,1,7,4,Seafood
FDKGQmZbP-4T_QVpbikdMw,Zoup!,2,25,4,Anonymous
FdOzMmqDob-cpml62QmRDw,Pupuseria Latinos,1,10,4.5,Anonymous
fe4eDREGnGgxpdJDVR7yxw,Coffee Culture,1,10,3,Coffee & Tea
FecbmCg0LS8Yr7PZNk0Wiw,Games on Tap Board Game Café,2,6,4.5,Cafes
fi0T2Jrq2ZfK7EFmkMkW0Q,Rainbow Caribbean Cuisine,1,13,4,Anonymous
fKIk6YXJVwz96vH89tLAcQ,Morals Village,3,12,3.5,Chinese
f-RzhOpsUu8-0Odieebn0w,Fresh Burrito Mexican Grill,0,5,4.5,Mexican
fVOxPX70sxVApYJQr5G05Q,New Asia Fast Food,1,7,3,Thai
fWiD6lxP6qsKFLmv040bNA,Empire Restaurant,2,3,2.5,Chinese
FyKytV3WWoWqPWLWutYxYw,Titos Pizza,1,3,5,Pizza
FZaS-3nwO_PJs7xHBAio8Q,The Guanaquita Restaurant,2,50,4,Anonymous
G4DOzmqIj36ckJVJk4DJsw,Harvey's Restaurants,1,7,4.5,Burgers
G7v7qyn0R7VeSgzeNBaNAA,GBS German Baked Specialties,1,7,3.5,Cafes
GEA6enqtCYl0Ud2Bu_RKjw,Phat Hat,1,5,3,Greek
GfbLQKV_dpvfA37KfGNVfA,Quesada Burritos and Tacos,2,3,2,Mexican
gfQCJC3cyYDQ9-mK_uIFRA,WingsUp!,2,8,3,Fast Food
GitvoU8mPOLieMiiw503rg,Sushi 99,2,39,3.5,Japanese
gSqErDgz-MRp9C0Sp4mwJg,Angel's Family Restaurant,2,12,3.5,Anonymous
H_CQGmXaCBj3Qw-PZXswww,Ming's Chinese Restaurant,2,3,3.5,Chinese
H2AhZbhQ9CJ66MjzpSh-1g,Famoso Neapolitan Pizzeria,2,29,4,Italian
HAVSQenQvIsNVpCigZw-5w,Pizza Nova,1,3,3,Pizza
hD7jwIBotMkXijCL8PpilQ,CaliBurger,2,13,2.5,Burgers
HeZjAnSpfQ4-gVn_ZykZ9w,Northern Thai,2,37,4,Thai
HiyOTXRkGAACoa7itUOVRQ,China Taste,0,3,2.5,Chinese
hKmkXj_0IHrmmo36gOdskw,Taste of Philly Cheesesteak,2,19,3.5,American (Traditional)
HNDzbJopEXjGn78LAKOhSA,Kenzo Japanese Noodles House,2,32,3,Japanese
hpMWllZfYKMTv8wM4QuZcA,Keg Steakhouse & Bar,3,18,4,Steakhouses
HpWEdQR8lGree5jSdtGkMg,Teremok Cafe,1,5,4.5,Anonymous
HRRD5U7TWHGOK_4lby461w,Amaya Express Kitchener,0,3,3.5,Indian
Huhq4kBDZhTv9rDRB2rK2A,Fat Bastard Burrito Co,1,16,3,Mexican
hxIf6b7Z22qNsG4pY3Cx6A,Sowon,1,12,3,Korean
hyBElfDr9soQ1IAxUAtmFg,Cafe 22,1,8,4.5,Coffee & Tea
I62H1dALytJNg4woY5b8Yw,Wendy's,1,3,2,Burgers
ICnVPbQaECS7vb4stmN17A,Dels Enoteca Pizzeria,2,18,3.5,Italian
IcXqLqEdepAt_RuxKZnKvg,Charcoal Steak House,3,36,3.5,Steakhouses
-iErUyidzk-c02Od6GDG2w,271 West,2,23,4.5,French
IFHJGMV-vhNdj5oV5jlupw,Ye's Sushi,2,33,2.5,Sushi Bars
IgzR6POabSODv_hURV5SOQ,Nuri Village,2,34,3.5,Korean
IORqMMLjr0afaMKnt6tcig,Modern India Restaurant,2,21,3,Anonymous
IOzYHqgSj7MOBTjmGQX3tA,Funny BBQ,0,3,4.5,Fast Food
IqIp3Dqvsb5VD6ClFZZkJw,Thai Sun,2,13,3,Thai
iQJ7bvH3aA0H4Re03XkWRw,Concordia Club,2,13,4,Anonymous
Iy0ODOuWkzdwv_Y4xxNmgA,Metro Restaurant,2,13,3.5,Anonymous
iZ3mPsUct87y-yBGm_8CrQ,Taco Farm,2,64,4,Mexican
J0U20ivx1cliqmOHS8KRgg,Fusion,2,9,3.5,Indian
j9g--_irBzX0cwX0fu3v_A,Moose Winooski's,2,35,3.5,Canadian (New)
JBu1kh-SIERKThPqIklwdg,Kypreos Restaurant,0,4,3.5,Greek
jEOcq5m0y5IDohxgpRkfZw,South Street Burger Company,2,8,3,Burgers
jkxZyisHsLsCLtY8IfKh5A,L.A. Boil Seafood - Waterloo,2,3,2.5,Seafood
jmCTyc_KgUsHpdZKBBTklQ,Princess Cafe,2,20,4.5,Coffee & Tea
JnZV9ZpkkSUENxmbSdqsTQ,Pierogi House,1,10,4,Anonymous
JQDBnKXo-XziFQCOQxa8nw,Janet Lynn's Bistro,3,9,4,Cafes
JxyHe2llgblxn5JvA5BsMg,Yummyaki Japanese Restaurant,2,14,3.5,Korean
jYJ7RXA8qORygo2l11VN1g,Empress of India,2,13,4,Indian
K-50BBoi1Sens8u36nBo-Q,Miltons Restaurant,2,10,3,Burgers
K9xE-w8JYXE9k4uYSdJVFQ,Kismet Restaurant,1,21,3,Indian
kdq8IpZHw_ehrZSXLIqcOg,The Famous Owl Of Minerva Korean Restaurant & Bar,2,37,3.5,Korean
kDz4lAf5KdftESXeBHJthQ,Jumbo Dragon,1,8,4,Chinese
kl9uNBM5K6IE1n6Pb7uMMA,Downtown Crepe cafe,1,5,4.5,Coffee & Tea
kNNuKEOVQP8_5CWXj2jPxg,Queen Street Commons Cafe,0,3,4.5,Cafes
krdgHbil2McRJPB_WQ5fHQ,King Street Trio,3,31,3.5,Seafood
KUwSpnFh274PNJn8P8HvGA,Sushi Star,2,18,4,Sushi Bars
LD5HgMFWBgmbP8L5oIHOaw,Grab A Greek,1,18,3.5,Greek
LGLLC15YCxb4CByzzXMQMA,The China Bowl,2,4,3.5,Chinese
L-KgdXpFq_aSX0OGy5TmEA,Public Kitchen & Bar,3,23,4.5,Canadian (New)
lkRkcxD2rdifSTeHxmOT6A,The Grill Burger Kitchen,1,17,3,Burgers
lmPFH4eyowWiX5Q1ttf7gw,Hot Wheels Tea House,1,17,4,Coffee & Tea
lmU5VvjX8Xbc1BMb8fPDHw,KW Korean Food Market,1,4,4.5,Korean
Lq-iJqgKjAl6-w0ogUtFwA,The Works,2,39,3.5,Burgers
LRnTluTKYF3Vsp-_f4-djQ,Double Double Pizza & Chicken,1,5,3,Pizza
lw_wh0xLTKJYXnsIwo0vkQ,Lin Hai Sushi,3,15,4,Vegetarian
M6aafMDJtR8folbqGgcepg,Mel's Diner,2,78,3,Burgers
-m-6hfmsEfNKovsmBfK4cA,Crazy Shawarma Grill,0,6,5,Middle Eastern
mcFgalxlyOZw0bUZ0HYNNg,KFC,0,4,2,Fast Food
Mgccp4cEshs0qpUaSiDJIA,Andy's Family Restaurant,0,3,3,Breakfast & Brunch
mlGFooQtqWXMnOdND2LbQw,Bourbon St Grill,0,3,4,Anonymous
mNyXXerIPD8Zer88YidV4w,Almadina Egyptian Cuisine,2,19,2.5,Middle Eastern
MPeKmMlWVBCXkKLjBgAZNw,Pizza Pizza,4,3,1.5,Pizza
mwkdmPr053cHNBBwBHVWCA,Lisboa Bakery & Grill,2,12,4,Breakfast & Brunch
MW-PC5Vpb9Gaq8cGxJ8Chg,Williamsburg Arms,2,14,3.5,British
mwX9vBj0JlezKv1TVjhdPw,Big Fat Pita,1,6,4,Greek
n_XFpY9QzupUUiJa0JF8Kw,The Boathouse,0,8,3.5,Burgers
n1osXUfz_Fv1N03xX96LPw,Sing Lee Restaurant,1,3,3.5,Chinese
n9tzswbOPrdqoNlcWPRhtw,Mambella's,1,11,3.5,Italian
NBCOo5xh5wSE851HJHKzfQ,Twin City Pizza,2,5,5,Pizza
NbyrgNMWwNJcZmxr3Gj61Q,The Crazy Canuck,2,25,4,American (Traditional)
NCvNgK91IqtSub9JmH8H7g,Crystal Palace Restaurant,2,16,3,Chinese
nDqeydIBH7I2BMuE_dxk-g,Big Tex's Burgers & BBQ,2,9,4,Burgers
NdY_W0KQIF2abwfSw_UVfw,Harvey's Restaurants,1,4,3,Burgers
NIkRE72lwk-Fmp2Jr6xfew,China Legend,1,8,3,Chinese
NKZl3NNtObpnPF7grstzpw,Bombay Bhel,2,8,4,Indian
Nlnc6b4GLIKHy8jdMxUbtQ,Mandarin Restaurant - Kitchener,2,17,3,Chinese
NxIlkGWegkX1OjmOSVUGuw,The New Dundee Emporium,3,7,3.5,Breakfast & Brunch
nY21kL3VP8SJnId4MdoRYA,Sam's Chinese Kitchen,2,15,3.5,Dim Sum
OaaMudpf-T2OFpW1k7-2kg,Bread Heads,2,11,4,Pizza
OAQJI0rAx5-VwZnEvkzs9Q,Rustic Slice,2,18,4,Pizza
OArbu8-R2-Q42GeK-pXGYg,Smoke's Poutinerie,1,24,2.5,Fast Food
ObjjaNoW5ka25Z7tgxVHFg,Johnny Fresco,1,17,3.5,Burgers
OcuL-nk29UVFGUU_TPl5iw,Spice Tree Indian Cuisine,2,4,3.5,Indian
oGIM59fzVVKLMA5tRSBDZA,Raja Fine Indian Cuisine,0,6,3.5,Indian
oHdA-zwQ2k_RzDIa6JaclA,Sonny's Drive-In Limited,1,11,3.5,Burgers
oKpZRrSqiqr5DzrYBlHfsw,Ye's Buffet,2,19,2.5,Sushi Bars
OraAjmJ4wy52VezIR5czKg,Transfers Cafe,1,3,4,Cafes
OT9beQMl26vCW2WQF5Ft5w,The Fiddle & Firkin,0,6,4.5,American (Traditional)
OWlG92z5xteWsVzIByRxfA,Harvey's Restaurants,1,10,3.5,Burgers
P_GNbckNEu0l-scLRjPIqg,Red Ginger Modern Thai & Viet cuisine,2,9,4,Thai
p3PrAbM6GkPkUXcp0FouNQ,Cafe 1842,0,4,3,Breakfast & Brunch
P4doxt_O6a3cWcaX5bhT2w,Thrive Energy Lab,2,10,4.5,Burgers
p9SQ16k3KSZI7KO4xGHDgQ,BarBurrito,1,3,2,Mexican
PAKFTqXk-pkqE6JOhVnlkg,Jane Bond Cafe,2,24,4,Cafes
PatS8JBdNF5wS5j5HOu1rA,McMullans On Highland,0,5,2.5,Pizza
pGGvJTENMujDfrXhAmweOA,Leung Yue Hot Pot,2,12,3.5,Chinese
PMClMEobREkuwxzxiaVIMw,Harmony Lunch,2,7,4,Burgers
pNKBJpX6I7S7U_qBXOSNAQ,Muya Restaurant,0,6,5,Anonymous
PS2vBk61vgCUcrNCU9vTdw,Nostra Cucina,0,8,5,Italian
PwlTG5rzh-xefcVhYqDm2Q,Pho dau Bo,1,8,2.5,Vietnamese
pwsXyKGJnLRZB4kNkdM97g,Feta & Olives Mediterranean Grill,1,3,1.5,Greek
Q3HGr2xfKunPCMp_rIDHTA,Checkerboard Restaurant,1,8,4,American (Traditional)
qb55mu06oq9RpKNny8xkoQ,East Side Mario's,2,21,2,American (Traditional)
qinff4BZ55Ci0LC27HrJNA,Mongolian Grill,2,20,2,Anonymous
QLwdBJFNtwB6oAEqEhF6lg,Bogda,2,5,4.5,Chinese
qm4mo4XqntQAIXGh8V9NDQ,Sakura Island Restaurant,2,23,3.5,Sushi Bars
qOQotJKhbqstpVWkgeLWnA,Campus Pizza,1,19,3,Pizza
QQGiy_9IFMk_KMHl6Evcbg,Veritas Café,0,4,5,Cafes
qvBSGEMA_BOx_0GpD-Nw-w,The Bent Elbow,2,14,4,Canadian (New)
qwuP41JaUOTDeexrfGGU9Q,Subway,1,6,2,Fast Food
qYkr0d-tt-y9BHmofQ2jEw,The Lancaster Smokehouse,2,75,4.5,Barbeque
r0TbVJL9ZuFLrm83wZroMg,Swiss Chalet Rotisserie & Grill,2,7,2.5,American (Traditional)
r4P8bKmZVl-0Hs0G2hT_Mg,Kinkaku Izakaya,2,125,4,Japanese
RfvJjvbC8r-lQ2EfdCU_MQ,TWH Social,2,4,4,Anonymous
rGtwmUTDCpGkFCqNszJ-_w,McDonald's,1,3,3.5,Burgers
rKSqKvxRkv246qCqDTAajA,Joey's Seafood Restaurants,2,5,4,Seafood
rMocHMbMnGrliwY73t-PJw,Bangkok Cuisine,2,10,4.5,Thai
RyQpNjDVNRu6M4tKnjXPxQ,Deli Banh Mi Givral,1,16,4.5,Barbeque
s2-DzGfWm0CZ6sQPN1fsnA,McDonald's,0,5,2,Burgers
si8CU5aavaqWeQ-HPCyB5A,Mango King,2,16,4,Thai
sj3K8pzLRzTpYn9JSp3-Bg,Rumbletum Cafe & Gifts,1,4,4,Cafes
SsV9YH7aPh7PePHNjLg62Q,Williams Fresh Cafe,2,35,3.5,Cafes
T_SC3uAl6-_uK1hP_6Fetg,Bobby O'Brien's Irish Pub,2,9,2.5,Anonymous
TFXi2C_O5FYLoVXEANJC8A,Mr Panino,1,18,3.5,Chinese
tHJW1FLXNpY1gbSnBcc_7g,Pho Bistro,1,13,4,Thai
Tj75bw6qjYXxoAFEF5uXTw,Tito's Pizza,1,3,4,Pizza
tQE90HfSD2_zzc9REODB_A,VanDijk Fish Co,2,6,2.5,Anonymous
TSveSFuF-wQ6ksYc_U2ikQ,Shinla Garden,2,7,4,Korean
TVcPzNcF7M_HNBQhjVfv_w,Pisa Pizzeria,0,4,4,Pizza
TXpblNI207D-ddLzTGnU_w,Cora's,2,16,3.5,Breakfast & Brunch
TyWhulwEZaHZUAXYDI4IRg,Golden Turtle Restaurant,2,16,3.5,Vietnamese
u0wY6ffKnBs5JNJgGmIG7Q,Koh I-Noor Restaurant,2,11,3.5,Indian
U1oOuZI2Hyo7bnLBvCcQ3Q,Ethel's Lounge,2,26,3.5,Tex-Mex
U6imYsdxFHspz8jnD4-XnA,Kelsey's,0,3,2.5,Burgers
U7PiSfu-xOvNVRXKqNOgAA,Ben Thanh,2,74,3.5,Thai
u9Ns-n_3zaZItaAbxjMidQ,Nova Era Bakery,1,11,3,Coffee & Tea
udYZ82zdbH_0Lh-SihLs1w,Cora's Breakfast & Lunch,2,8,3.5,Breakfast & Brunch
uRDAqWkQFhG8hQo2winZUA,Fireside Deli & Family Restaurant,2,23,3,Anonymous
UUcZWaHzU30B7EtKaxDllA,Pizza Hut,2,8,3.5,Pizza
uVNhjZbAjraiidicvedEnQ,Waterloo Sogo Restaurant,1,31,3.5,Chinese
UwgraS9kAhFd2S3HAjj71Q,Pure Juice Bar + Kitchen,2,10,4,Cafes
V_3hILchLhO05J7BYkNaUg,Levetto,2,14,4,Pizza
V0-zOhvwpPxU4u7aVqSG0w,WingsUp!,0,4,4,Fast Food
v5xwwjS89KjOREvZdOUoPg,itamae AYCE Sushi,2,28,2.5,Sushi Bars
vCJjshlJ8Vd3__u34SFw9Q,Wimpy's Diner,2,7,3,Anonymous
vExZVaP_FNWDaY_Bv6YuXA,Red Lobster,3,11,3.5,Seafood
vHCaC8ra1OIVzPqKWh7wPQ,Quick Sandwiches,2,7,3,Anonymous
Vhv2KNJVPYykv7IPQv0MRw,Classic Indian Restaurant,2,14,4,Indian
VKjRWRdiylULbeaMaa4-Zw,The Daily Grill,0,9,4,Breakfast & Brunch
Vm4trze7_NxhoHfeZ6ebKg,White Rabbit,3,8,3.5,Anonymous
VMUjD1RfidHMBeYrWJkd6w,Casa Rugantino,2,11,4.5,Italian
voJwYWjdoiJABZGVKLe_5g,Wildcraft,3,47,3.5,Steakhouses
VtzLN7EutL4O9X-fVfXRQw,The Pub On King,0,4,3,Anonymous
VUstF8iT9BSwQ-gN-gHXEQ,Popeye's Chicken,1,8,2.5,Seafood
Vz2bGRrQ1mOjOR6lcaw7Kg,Angie's Waterloo,2,36,3.5,Breakfast & Brunch
Vz4Zan4bV_S7PUAOsKzvOw,Freshii,2,7,4.5,Vegetarian
W1YUWp3SUsKrv05HC1i4CA,Stone Crock,2,11,3.5,American (Traditional)
wbzpgqC-SF-hPL-3HzdARw,Exclamation,2,16,4.5,Asian Fusion
WCnD3K16HbrEPg7_WZXa_Q,Frat Burger,2,30,4,Burgers
wfFZ48Ix8kdGfNGJUuDRSA,Village Shawarma,1,7,3.5,Middle Eastern
wGcqfkHwQ5HJogSbGDZbFw,Two Goblets Restaurant,2,7,4.5,Anonymous
WjsGAffrtEcS_UPWUOCFxA,Pepi's Pizza,1,12,2.5,Pizza
WjYHY3AfycS19EeNmeV8zQ,Pho-Nomenom Restaurant Vietnamese & Thai Cuisine,2,13,2,Thai
WKiZiAwKrF81YcfAjnOSjA,Bubble Tease Resto Bar Cafe,2,16,2.5,Chinese
wKSupdOGziF7c4ZzvQpfug,Raintree Cafe,3,7,4.5,Anonymous
wR7XYeVVTi6vAQN9FLoC_A,Mediterraneo Family Restaurant,2,21,4,Greek
wzdDv1Hb-MpY7nl9N30y7Q,Spring Rolls,2,33,3,Thai
X8r7YNA2EzoTUUUV8Nn6jw,Casey's Bar and Grill,3,6,3,American (Traditional)
xbvvyaN3YURSnGAJoM1ezw,The Berlin,3,22,4.5,Anonymous
xcvXcRBNUB6WM26oBqKLJA,Wildfire Steakhouse & Wine Bar,3,4,4,Steakhouses
XeR6gJVyw0cA_2O56ra3pQ,Arby's,1,3,3.5,Fast Food
XF-CBezQb9-pM6WnZjp_RA,Twice the Deal Pizza,1,3,3.5,Pizza
XI605V-ZprXEMhFzGkpkaQ,Home Garden Taste of Taiwan,1,19,4,Anonymous
XiFUp_iUjBkUuc66aejbRQ,Tim Hortons,1,3,2,Coffee & Tea
xIju4RdGQ9waB_E6E1DCAg,The Pita Pit,2,4,2,Anonymous
XivYHEauoBk4Va9HjEmVsQ,Jia Jia Lok Chinese Restaurant,1,14,4,Chinese
XL9zBtRNlIe-ZGXyCjzTzw,The Belmont,2,13,4,Cafes
xYS5aeNAxxfBGUnxBQpNMw,Q Bbq & Burger,1,7,4,Burgers
y_lvJvG2hj8UNCKu6AuF1w,Montana's BBQ & Bar,2,6,3,Steakhouses
y0pmoFzlKOhozDmJPQYNcA,Symposium Café Restaurant & Lounge - Waterloo,2,47,3,Breakfast & Brunch
y2aSun6l7fzZljOCFT6k0A,Wild Wing,2,11,2.5,Chicken Wings
